station_european_code	station_local_code	country_iso_code	country_name	station_name	station_start_date	station_end_date	type_of_station	station_ozone_classification	station_type_of_area	station_subcat_rural_back	street_type	station_longitude_deg	station_latitude_deg	station_altitude	station_city	lau_level1_code	lau_level2_code	lau_level2_name	EMEP_station
FR23140	FR23140	FR	France	VICTOR HUGO	2003-07-23		Traffic		urban			-1.552828	47.204394	6	NANTES	4499		Nantes	no
FR23229	FR23229	FR	France	VIEUX SAINT LOUIS	2011-01-18		Traffic		urban			-0.773236	48.072517	50	LAVAL				no
FR23071	FR23071	FR	France	VIGNEUX DE BRETAGNE	1992-01-10		Industrial		rural			-1.736392	47.325275	65		4435		Vigneux-de-Bretagne	no
FR20026	FR20026	FR	France	VILLEFRANCHE	1993-01-01		Traffic		suburban			4.715569	45.988613	194		6932		Villefranche-sur-Saône	no
FR20068	FR20068	FR	France	VILLEFRANCHE PERIURB	2010-09-28		Background		suburban			4.796111	45.936275	179	TRÉVOUX	134		Trévoux	no
FR20061	FR20061	FR	France	VILLEFRANCHE Village	2006-02-01		Background		urban			4.719281	45.986383	204	VILLEFRANCHE-SUR-SAONE	6932		Villefranche-sur-Saône	no
FR04100	FR04100	FR	France	VILLEMOMBLE	2004-01-13		Background	urban	urban			2.507222	48.881947	85	VILLEMOMBLE	9334		Villemomble	no
FR20006	FR20006	FR	France	VILLETTE	1979-01-01		Background		suburban			4.865014	45.758057	170		6999		Lyon	no
FR20025	FR20025	FR	France	VINATIER	1981-01-01		Background		suburban			4.893342	45.739445	200		6935		Bron	no
FR04034	FR04034	FR	France	VITRY-SUR-SEINE	1991-03-23		Background	urban	urban			2.377222	48.776111	95	VITRY-SUR-SEINE	9499		Vitry-sur-Seine	no
FR12022	FR12022	FR	France	VIVIEZ	1996-03-01		Industrial		rural			2.214458	44.557777	220		1201		Viviez	no
FR12050	FR12050	FR	France	VIVIEZ-Place du 8 Mai	2012-01-01		Industrial		rural			2.226111	44.560278	260	VIVIEZ				no
FR25034	FR25034	FR	France	Val de la Haye Ecole	1995-12-14		Industrial		rural			1.001322	49.378247	5	VAL-DE-LA-HAYE	7626		Grand-Couronne	no
FR13008	FR13008	FR	France	Valdoie centre	1994-04-01	2011-01-05	Background	urban	suburban			6.843139	47.665528	373	VALDOIE	9006		Valdoie	no
FR36001	FR36001	FR	France	Valence Périurb. Sud	1999-10-05		Background	urban	suburban			4.876289	44.870244	109	PORTES-LÈS-VALENCE	2634		Portes-lès-Valence	no
FR36003	FR36003	FR	France	Valence Trafic	2001-12-13		Traffic		urban			4.889881	44.948922	120	BOURG-LÈS-VALENCE	2632		Bourg-lès-Valence	no
FR36002	FR36002	FR	France	Valence Urb. Centre	2000-12-01		Background	urban	urban			4.893481	44.933514	125	VALENCE	2698		Valence	no
FR06001	FR06001	FR	France	Valenciennes Acacia	1997-10-28		Background	urban	urban			3.507930	50.358560	33	VALENCIENNES	5998		Valenciennes	no
FR06006	FR06006	FR	France	Valenciennes Wallon	1999-04-14		Traffic		urban			3.523611	50.364719	25	VALENCIENNES	5998		Valenciennes	no
FR07018	FR07018	FR	France	Vals pres le Puy	1997-01-01		Background	urban	suburban			3.876083	45.030111	650	VALS-PRÈS-LE-PUY	4333		Vals-près-le-Puy	no
FR19031	FR19031	FR	France	Vannes Roscanvec	1999-06-10		Background	urban	urban			-2.758197	47.656711	17	VANNES	5699		Vannes	no
FR19033	FR19033	FR	France	Vannes UTA	2010-03-10		Background		urban			-2.763889	47.648889	17	VANNES	5699		Vannes	no
FR41024	FR41024	FR	France	Venaco	2011-04-18		Background		rural			9.190019	42.236100	655	VENACO				no
FR36015	FR36015	FR	France	Vercors	2007-03-22		Background		unknown			5.449736	45.017361	120		2605		Saint-Martin-en-Vercors	no
FR1534A	FR1534A	FR	France	Vercors Sud	1999-10-05		Unknown		unknown			5.416125	44.971111	120		2605		La Chapelle-en-Vercors	no
FR36008	FR36008	FR	France	Vercors Sud	2007-03-22		Background		rural			5.415569	44.971111	120		2605		La Chapelle-en-Vercors	no
FR34038	FR34038	FR	France	Verneuil	2008-06-02		Background		rural			2.610806	46.814719	180	VERNEUIL	1812		Verneuil	no
FR15007	FR15007	FR	France	Versoud	1990-04-01		Background	rural	rural			5.850280	45.217224	216		3809		Le Versoud	no
FR13014	FR13014	FR	France	Vesoul Pres Caillet	2002-06-24		Background	urban	urban			6.157611	47.620000	217	VESOUL	7096		Vesoul	no
FR27004	FR27004	FR	France	Vienne Centre	2003-11-17		Background	urban	urban			4.875408	45.525972	160	VIENNE	3899		Vienne	no
FR27102	FR27102	FR	France	Vienne Estressin	2000-06-20		Background	suburban	suburban			4.863903	45.539722	157		3899		Vienne	no
FR34034	FR34034	FR	France	Vierzon	2006-08-01		Background		urban			2.073772	47.221928	115	VIERZON	1899		Vierzon	no
FR34509	FR34509	FR	France	Vierzon République	2012-01-01		Traffic		urban			2.067400	47.222200	70	VIERZON				no
FR16051	FR16051	FR	France	Vieux Thann	1989-09-15	2013-07-08	Industrial		urban			7.125800	47.806100	327	VIEUX-THANN	6825		Thann	no
FR16067	FR16067	FR	France	Vieux Thann 3	2012-12-11		Industrial		urban			7.122853	47.802211	328	VIEUX-THANN				no
FR34021	FR34021	FR	France	Ville aux Dames	1998-06-01	2012-01-05	Background	urban	urban			0.764083	47.381911	49	LA VILLE-AUX-DAMES	3737		La Ville-aux-Dames	no
FR18049	FR18049	FR	France	Ville de Chauny	2006-11-06		Background		urban			3.223342	49.613108	45	CHAUNY	209		Chauny	no
FR39008	FR39008	FR	France	Ville de Schoelcher	2003-02-25		Background		urban			-61.100556	14.616389	20	SCHOELCHER				no
FR15008	FR15008	FR	France	Villeneuve	1984-10-12	2002-01-14	Background		suburban			5.736392	45.161392	219		3898		Grenoble	no
FR02019	FR02019	FR	France	Vitrolles	1982-04-01		Background	urban	urban			5.244303	43.457222	110	VITROLLES	1353		Vitrolles	no
FR02032	FR02032	FR	France	Vitrolles Realtor	1993-09-09		Industrial		rural		Unknown	5.301683	43.452225	200		1397		Aix-en-Provence	no
FR30029	FR30029	FR	France	Vittel	1997-05-23		Background		suburban			5.937222	48.193611	379	VITTEL	8828		Vittel	no
FR15014	FR15014	FR	France	Vizille	1993-08-04		Industrial		suburban			5.772227	45.080555	280		3844		Vizille	no
FR18029	FR18029	FR	France	Vogel AMIENS	1994-05-01		Traffic		suburban		Unknown	2.295567	49.885559	21		8099		Amiens	no
FR15002	FR15002	FR	France	Voiron	1994-12-28		Background		suburban			5.594384	45.359997	278		3845		Voiron	no
FR15018	FR15018	FR	France	Voiron Urbain	2010-11-25		Background		urban			5.589420	45.360176	290	FONTAINE	3896		Fontaine	no
FR22017	FR22017	FR	France	Volmunster	2001-09-24		Background	unknown	rural			7.381747	49.125975	349	VOLMUNSTER	5736		Volmunster	no
FR18023	FR18023	FR	France	Voltaire AMIENS	1979-01-01		Background		suburban			2.318630	49.912502	54		8099		Amiens	no
FR15003	FR15003	FR	France	Voreppe	1985-01-04		Background		suburban			5.645844	45.284721	192		3845		Voreppe	no
FR15044	FR15044	FR	France	Voreppe Volouise	2003-08-31		Background	suburban	suburban			5.638511	45.281773	191		3845		Voreppe	no
FR16201	FR16201	FR	France	Vosges Moyennes	1988-09-15	2008-09-11	Background	rural	rural			7.127811	48.491417	770		6723		Grandfontaine	yes
FR16302	FR16302	FR	France	Vosges Moyennes 2	1992-10-07		Background		rural			7.130725	48.493794	754	GRANDFONTAINE	6723		Grandfontaine	no
FR16031	FR16031	FR	France	Vosges du Nord	1991-01-01		Background	rural	rural			7.315158	48.856950	340	LA PETITE-PIERRE	6717		La Petite-Pierre	no
FR11035	FR11035	FR	France	Wasquehal-Jouhaux	2004-04-30		Background	urban	unknown			3.130847	50.663612	70		5954		Wasquehal	no
FR06010	FR06010	FR	France	Waziers Rolland	2000-03-20		Background	unknown	urban			3.117778	50.386642	80		5922		Waziers	no
FR11017	FR11017	FR	France	Wervicq Dalle	1993-07-25		Industrial		suburban			3.047236	50.764999	40		5951		Wervicq-Sud	no
FR10033	FR10033	FR	France	Wimereux	2005-07-01		Background		suburban			1.620003	50.779720	25		6265		Wimereux	no
FR28023	FR28023	FR	France	Wingles IME	1999-10-13		Industrial		suburban			2.867250	50.496506	20	WINGLES	6268		Wingles	no
FR39003	FR39003	FR	France	ZAC Etang Zabricot	2008-02-19		Industrial		urban			-61.041111	14.603333	25	FORT-DE-FRANCE	9B95		Le Lamentin	no
FR20022	FR20022	FR	France	ZOLA	1993-01-01		Traffic		suburban			4.882236	45.768612	150		6998		Villeurbanne	no
FR04324	FR04324	FR	France	Zone Rurale Est	1999-01-06		Background	unknown	rural			3.058333	48.761667	120	SAINTS	7707		Saints	no
FR04158	FR04158	FR	France	Zone Rurale NO	1998-02-26		Background	unknown	rural			1.866381	49.063086	122	FRÉMAINVILLE	9527		Frémainville	no
FR04048	FR04048	FR	France	Zone Rurale Nord	2000-05-04		Background	suburban	rural			2.343889	49.100278	140	SAINT-MARTIN-DU-TERTRE	9526		Saint-Martin-du-Tertre	no
FR04142	FR04142	FR	France	Zone Rurale Nord-Est	1993-05-15		Background	unknown	rural			2.750278	49.028056	162	MONTGÉ-EN-GOËLE	7709		Montgé-en-Goële	no
FR04322	FR04322	FR	France	Zone Rurale Ouest	1998-10-01		Background	unknown	rural			1.676700	48.860300	98	PRUNAY-LE-TEMPLE	7808		Prunay-le-Temple	no
FR04328	FR04328	FR	France	Zone Rurale SE	1999-06-14		Background	rural	rural			2.646667	48.354444	127	FONTAINEBLEAU	7713		Fontainebleau	no
FR04038	FR04038	FR	France	Zone Rurale SO	1991-09-05		Background	unknown	rural			1.883333	48.581944	152	SONCHAMP	7819		Sonchamp	no
FR04066	FR04066	FR	France	Zone rurale Sud	2002-07-08		Background	unknown	rural			2.236944	48.364167	134	BOIS-HERPIN	9117		Bois-Herpin	no
FR09302	FR09302	FR	France	Zoodyssée Chizé	2009-04-30		Background		rural			-0.396042	46.143172	93	VILLIERS-EN-BOIS	7905		Villiers-en-Bois	no
FR21030	FR21030	FR	France	alencon promenades	2001-04-03		Background	urban	urban			0.079178	48.428612	140		6199		Alençon	no
FR12023	FR12023	FR	France	calas	1996-11-15	1999-01-18	Background		urban		Unknown	1.500000	43.599998	144		3143		Balma	no
FR21035	FR21035	FR	France	cherbourg doumer	2001-07-04		Background	urban	urban			-1.626667	49.636389	8	CHERBOURG-OCTEVILLE	5096		Cherbourg-Octeville	no
FR12007	FR12007	FR	France	leo lagrange	1993-07-28		Background		suburban			1.417789	43.577778	143		3199		Toulouse	no
FR09003	FR09003	FR	France	place de VERDUN	1992-01-01		Background	urban	urban			-1.153603	46.162556	10	LA ROCHELLE	1798		La Rochelle	no
FR09004	FR09004	FR	France	rue de la GRILLE	1992-01-01	2010-01-08	Traffic		rural			-1.151136	46.159778	8		1798		La Rochelle	no
GB0729A	ABD	GB	United Kingdom	ABERDEEN	1999-09-18		Background	urban	urban			-2.094278	57.157360	5	ABERDEEN	00QA	MF	Tillydrone/Seaton/Old Aberdeen	no
GB0122A	10002	GB	United Kingdom	ABERDEEN 2	1958-04-01	1992-03-30	Background		suburban			-2.116947	57.141945	0	ABERDEEN	00QA	MK	Hazelhead/Ashley/Queens Cross	no
GB0549A	10003	GB	United Kingdom	ABERDEEN 3	1991-04-02		Background		suburban			-2.113903	57.146114	40	ABERDEEN	00QA	MG	Midstocket/Rosemount	no
GB0923A	ABD7	GB	United Kingdom	ABERDEEN UNION STREET ROADSIDE	2008-01-01		Traffic		urban			-2.106472	57.144555	26	ABERDEEN	00QA	MG	Midstocket/Rosemount	no
GB0274A	20005	GB	United Kingdom	ACCRINGTON 5	1978-04-04		Background		urban			-2.366947	53.751945	7	ACCRINGTON	30UG	FU	Barnfield	no
GB0189A	22501	GB	United Kingdom	ACKWORTH 1	1971-01-01		Background		suburban			-1.334456	53.644447	60	WAKEFIELD	00DB	FY	Ackworth, North Elmsall and Upton	no
GB0493A	25015	GB	United Kingdom	ACTON 15	1988-03-29	1997-03-13	Background		urban			-0.253058	51.528057	0	LONDON	00AJ	GH	East Acton	no
GB0164A	26001	GB	United Kingdom	ADDLESTONE 1	1964-04-07	2001-04-02	Background		urban			-0.488894	51.369999	12	ADDLESTONE	43UG	FQ	Addlestone Bourneside	no
GB0375A	40004	GB	United Kingdom	ALFRETON 4	1985-04-02	2004-08-31	Background		suburban			-1.376119	53.093887	147	RIPLEY	17UB	GC	Alfreton	no
GB0277A	47501	GB	United Kingdom	ALLERTON BYWATER 1	1978-04-04	1991-04-01	Background		suburban			-1.366125	53.744999	0	LEEDS	00DA	HH	Kippax and Methley	no
GB0779A	68851	GB	United Kingdom	ANTRIM 1	2002-07-02		Background		suburban			-6.178900	54.730556	48	ANTRIM	95T	 07	Farranshane	no
GB0496A	69502	GB	United Kingdom	ARMADALE 2	1989-01-01		Industrial		suburban			-3.700000	55.893890	173	BATHGATE	00RH	MJ	Armadale and Blackridge	no
GB0523A	69503	GB	United Kingdom	ARMADALE 3	1990-01-01	1998-03-30	Background		suburban			-3.683333	55.916668	166	BATHGATE	00RH	MJ	Armadale and Blackridge	no
GB0550A	69701	GB	United Kingdom	ARMAGH 1	1991-04-02	2003-09-01	Background		urban			-6.636114	54.356110	68	ARMAGH	95O	 20	Observatory	no
GB0996A	ARM6	GB	United Kingdom	ARMAGH ROADSIDE	2009-01-01		Traffic		suburban			-6.654558	54.353728	41	ARMAGH	95O	 20	Observatory	no
GB0699A		GB	United Kingdom	ASHINGTON	1999-02-01	2006-10-01	Industrial		urban			-1.572783	55.183613	30	ASHINGTON	00EM	MD	Ashington Central	no
GB0288A	85004	GB	United Kingdom	ASHINGTON 4	1980-01-01	1997-03-31	Background		suburban			-1.553892	55.177223	30	ASHINGTON	00EM	NL	Hirst	no
GB0625A	0085005	GB	United Kingdom	ASHINGTON 5	1996-04-02	2001-07-02	Background		urban			-1.526953	55.181946	5	ASHINGTON	00EM	PL	Seaton with Newbiggin West	no
GB0551A	88201	GB	United Kingdom	ASHTON-IN-MAKERFIELD 1	1991-04-02		Background		urban			-2.640005	53.486946	64	WIGAN	00BW	GC	Ashton	no
GB0324A	90008	GB	United Kingdom	ASHTON-UNDER-LYNE 8	1982-03-30	2004-05-03	Background		urban			-2.091667	53.489166	109	ASHTON-UNDER-LYNE	00BT	GN	St Peter's	no
GB0225A	95006	GB	United Kingdom	ASKERN 6	1974-04-02	1992-03-30	Background		unknown			-1.157783	53.615555	15	DONCASTER	00CE	GA	Askern Spa	no
GB0031R	AH	GB	United Kingdom	ASTON HILL	1986-06-26		Background	rural	rural			-3.034178	52.503850	370		00NN	QR	Churchstoke	yes
GB0048R	ACTH	GB	United Kingdom	AUCHENCORTH MOSS	2006-01-01		Background		rural			-3.242900	55.792160	260		00QW	MA	Penicuik	yes
GB0368A	150004	GB	United Kingdom	BACUP 4	1984-04-03	1995-04-03	Background		urban			-2.196678	53.701111	253	RAWTENSTALL	30UM	FZ	Irwell	no
GB0601A	150005	GB	United Kingdom	BACUP 5	1994-03-29		Background		urban			-2.200000	53.703888	279	RAWTENSTALL	30UM	FU	Greensclough	no
GB0463A	155002	GB	United Kingdom	BALLINGRY 2	1987-03-31	2002-04-01	Background		suburban			-3.323617	56.165558	120	DUNFERMLINE	00QR	MG	The Lochs	no
GB0873A	157001	GB	United Kingdom	BALLYCASTLE 1	2005-01-01		Background		suburban			-6.430011	55.213612	35	BALLYCASTLE	95E	 03	Dunseverick	no
GB0626A	160003	GB	United Kingdom	BALLYMENA 3	1996-04-02	2002-04-01	Background		suburban			-6.276120	54.873886	65	BALLYMENA	95G	 17	Fair Green	no
GB0662A	160004	GB	United Kingdom	BALLYMENA 4	1997-04-01	1999-03-29	Background		suburban			-6.278067	54.883053	78	BALLYMENA	95G	 16	Dunclug	no
GB0763A	0160005	GB	United Kingdom	BALLYMENA 5	2001-10-01		Background		urban			-6.256950	54.895836	75	BALLYMENA	95G	 09	Craigywarren	no
GB0764A	0160006	GB	United Kingdom	BALLYMENA 6	2001-10-01		Background		suburban			-6.240283	54.872219	64	BALLYMENA	95G	 02	Slemish	no
GB0934A	BALY	GB	United Kingdom	BALLYMENA BALLYKEEL	2007-01-01		Background		urban			-6.258293	54.858620	59		95G	 24	Ballykeel	no
GB0753A	0161504	GB	United Kingdom	BALLYMONEY 4	2000-04-01		Background		suburban			-6.508262	55.071265	49		95N	 02	Derrytrasna	no
GB0091R		GB	United Kingdom	BANCHORY	1996-05-01		Background		rural			-2.533894	57.077221	130		00QB	MR	Banchory and Mid Deeside	yes
GB0294A	164501	GB	United Kingdom	BANFF 1	1980-04-01	1995-04-03	Background		urban			-2.521114	57.663891	0	BANFF	00QB	MA	Banff and District	no
GB0768A	0165005	GB	United Kingdom	BANGOR (CO DOWN) 5	2001-04-01		Background		suburban			-5.682324	54.654950	34	BANGOR				no
GB0543A	BARN	GB	United Kingdom	BARNSLEY	1991-03-14	1994-03-21	Background		urban			-1.484175	53.555279	90	BARNSLEY	00CC	FZ	Central	no
GB0600A	BAR2	GB	United Kingdom	BARNSLEY 12	1994-03-21		Background		urban			-1.485153	53.555930	120	BARNSLEY	00CC	FZ	Central	no
GB0747A	0190013	GB	United Kingdom	BARNSLEY 13	2000-04-01	2002-04-01	Background		suburban			-1.432792	53.543610	64	BARNSLEY	00CC	GT	Stairfoot	no
GB0116A	190008	GB	United Kingdom	BARNSLEY 8	1958-01-01	2003-06-30	Background		suburban			-1.474172	53.579720	94	BARNSLEY	00CC	GS	St Helens	no
GB0117A	190009	GB	United Kingdom	BARNSLEY 9	1958-01-01	2000-04-03	Background		suburban			-1.441675	53.544724	65	BARNSLEY	00CC	GT	Stairfoot	no
GB0681A	BAR3	GB	United Kingdom	BARNSLEY GAWBER	1997-07-07		Background	urban	urban			-1.510436	53.562920	100	BARNSLEY	00CC	GD	Darton West	no
GB0308A	190012	GB	United Kingdom	BARNSLEY_12	1999-03-30		Background		urban			-1.482514	53.555000	127	BARNSLEY	00CC	FZ	Central	no
GB0276A	200003	GB	United Kingdom	BARROW-IN-FURNESS 3	1978-04-04	1990-04-02	Background		suburban			-3.231125	54.116108	0	BARROW	16UC	GJ	Hindpool	no
GB0552A	200004	GB	United Kingdom	BARROW-IN-FURNESS 4	1991-04-02	1998-03-30	Background		suburban			-3.205003	54.111942	8	BARROW	16UC	GN	Risedale	no
GB0303A	205006	GB	United Kingdom	BATH 6	1981-03-31		Background		urban			-2.354879	51.388985	26	BATH	00HA	PZ	Walcot	no
GB0647A	BATH	GB	United Kingdom	BATH ROADSIDE	1996-11-18		Traffic		urban		Unknown	-2.354155	51.391127	27	BATH	00HA	PZ	Walcot	no
GB0855A		GB	United Kingdom	BEACON HILL	2003-11-13		Background		rural			-1.236114	52.723610	180		31UC	GM	Forest Bradgate	no
GB0264A	240010	GB	United Kingdom	BEDFORD 10	1977-03-29	2002-04-01	Background		suburban			-0.459175	52.125275	29	BEDFORD	00KB	MR	Kingsbrook	no
GB0376A	242507	GB	United Kingdom	BEDLINGTON 7	1985-04-02	1991-04-01	Background		suburban			-1.581958	55.131943	0	ASHINGTON	00EM	MG	Bedlington East	no
GB0217A	260001	GB	United Kingdom	BEESTON & STAPLEFORD 1	1974-01-01	1994-03-28	Background		suburban			-1.217508	52.927223	34	BEESTON	37UD	GD	Beeston West	no
GB0111A	270011	GB	United Kingdom	BELFAST 11	1955-04-01	1996-04-01	Background		urban			-5.930847	54.596943	13	BELFAST	95Z	 24	Shaftesbury	no
GB0119A	270012	GB	United Kingdom	BELFAST 12	1958-04-01		Background		suburban			-5.951683	54.592499	5	BELFAST	95Z	 39	Falls	no
GB0120A	270013	GB	United Kingdom	BELFAST 13	1958-04-01		Background		suburban			-5.888058	54.611111	11	BELFAST	95Z	 02	Island	no
GB0123A	270015	GB	United Kingdom	BELFAST 15	1958-04-01	1994-03-28	Background		suburban			-5.963344	54.566666	19	BELFAST	95Z	 20	Malone	no
GB0141A	270033	GB	United Kingdom	BELFAST 33	1961-04-04		Background		urban			-5.916667	54.608608	11	BELFAST	95Z	 41	Duncairn	no
GB0460A	270041	GB	United Kingdom	BELFAST 41	1987-03-31	1999-03-29	Background		suburban			-5.918911	54.629997	26	BELFAST	95Z	 41	Duncairn	no
GB0508A	270042	GB	United Kingdom	BELFAST 42	1989-04-04		Background		suburban			-5.941953	54.618053	37	BELFAST	95Z	 42	Water Works	no
GB0602A	270044	GB	United Kingdom	BELFAST 44	1994-03-29		Background		urban			-5.917508	54.611111	3	BELFAST	95Z	 41	Duncairn	no
GB0603A	270045	GB	United Kingdom	BELFAST 45	1994-03-29		Background		suburban			-5.958061	54.958889	94	BELFAST	95F	 02	Glenarm	no
GB0715A	270046	GB	United Kingdom	BELFAST 46	1999-03-01		Background		suburban			-5.931054	54.653874	10	BELFAST	95W	 22	Cultra	no
GB0567A	BEL2	GB	United Kingdom	BELFAST CENTRE	1992-03-08		Background	urban	urban			-5.928833	54.599650	10	BELFAST	95Z	 39	Falls	no
GB0696A	BEL4	GB	United Kingdom	BELFAST CLARA ST	1998-06-01	2007-09-30	Background		suburban			-5.894455	54.590832	20	BELFAST	95Z	 11	The Mount	no
GB0770A	BEL4	GB	United Kingdom	BELFAST CLARA STREET (PAH)	2001-01-01		Background		urban			-5.893342	54.591110	20	BELFAST	95Z	 11	The Mount	no
GB0514A	BEL	GB	United Kingdom	BELFAST EAST	1989-09-06	2007-09-30	Background		urban			-5.867228	54.596664	20	BELFAST	95Z	 05	Ballyhackamore	no
GB0805A	BEL5	GB	United Kingdom	BELFAST ROADSIDE	2002-05-07		Traffic		urban		Unknown	-5.867228	54.594997	30	BELFAST	95Z	 05	Ballyhackamore	no
GB0798A	BEL3	GB	United Kingdom	BELFAST SOUTH	1993-08-01	2000-12-31	Background		urban		Canyon street: L/H < 1.5	-5.910008	54.599167	12	BELFAST	95Z	 03	Ballymacarrett	no
GB0318A	310002	GB	United Kingdom	BIDDULPH 2	1982-01-01	1995-04-03	Background		urban			-2.173061	53.115833	170	LEEK	41UH	GH	Biddulph East	no
GB0421A	BIL	GB	United Kingdom	BILLINGHAM	1987-01-01		Industrial		urban			-1.275039	54.605370	10	BILLINGHAM	00EF	NJ	Billingham East	no
GB0515A	BIR	GB	United Kingdom	BIRCOTES	1989-09-14	1991-03-11	Background		urban			-0.202525	51.886669	30	BIRCOTTES	26UH	FZ	Roebuck	no
GB0464A	348001	GB	United Kingdom	BIRCOTES 1	1987-03-31		Background		suburban			-1.054447	53.420002	39	WORKSOP	37UC	GQ	Harworth	no
GB0238A	355026	GB	United Kingdom	BIRMINGHAM 26	1975-04-01	1995-04-03	Background		suburban			-1.830011	52.496944	0	BIRMINGHAM	00CN	HF	Hodge Hill	no
GB1013A	AGRN	GB	United Kingdom	BIRMINGHAM ACOCKS GREEN	2011-03-18		Background		urban			-1.830000	52.437172	10	BIRMINGHAM	00CN	GS	Acocks Green	no
GB0569A	BIRM	GB	United Kingdom	BIRMINGHAM CENTRE	1992-03-18	2009-01-14	Background	urban	urban			-1.908056	52.479721	163	BIRMINGHAM	00CN	HJ	Ladywood	no
GB0595A	BIR2	GB	United Kingdom	BIRMINGHAM EAST	1993-08-23	2004-08-04	Background	urban	urban			-1.831681	52.497780	100	BIRMINGHAM	00CN	HF	Hodge Hill	no
GB0771A	BIR2	GB	United Kingdom	BIRMINGHAM EAST (PAH)	2001-01-01	2004-07-29	Background		urban			-1.829178	52.497501	100	BIRMINGHAM	00CN	HF	Hodge Hill	no
GB0799A	BIR2	GB	United Kingdom	BIRMINGHAM EAST HC	1993-08-04	2004-08-04	Background		urban		Canyon street: L/H < 1.5	-1.829178	52.497223	100	BIRMINGHAM	00CN	HF	Hodge Hill	no
GB0897A	BHAM	GB	United Kingdom	BIRMINGHAM KERBSIDE	1974-03-13	1978-01-17	Traffic		urban		Unknown	-1.906117	52.327778	50	BIRMINGHAM	47UB	FY	Alvechurch	no
